case_id,query_id,query_name,site,reference_type,method,y_true,y_pred
3,4,低体温+ECMO,tohoku,doctor,bm25,1,0
4,4,低体温+ECMO,tohoku,doctor,bm25,0,0
5,4,低体温+ECMO,tohoku,doctor,bm25,0,0
6,4,低体温+ECMO,tohoku,doctor,bm25,1,1
7,4,低体温+ECMO,tohoku,doctor,bm25,0,1
8,4,低体温+ECMO,tohoku,doctor,bm25,1,1
9,4,低体温+ECMO,tohoku,doctor,bm25,1,1
10,4,低体温+ECMO,tohoku,doctor,bm25,0,1
11,4,低体温+ECMO,tohoku,doctor,bm25,0,0
12,4,低体温+ECMO,tohoku,doctor,bm25,0,0
13,4,低体温+ECMO,tohoku,doctor,bm25,0,1
14,4,低体温+ECMO,tohoku,doctor,bm25,0,1
15,4,低体温+ECMO,tohoku,doctor,bm25,0,0
16,4,低体温+ECMO,tohoku,doctor,bm25,0,0
17,4,低体温+ECMO,tohoku,doctor,bm25,0,0
18,4,低体温+ECMO,tohoku,doctor,bm25,0,1
19,4,低体温+ECMO,tohoku,doctor,bm25,0,1
20,4,低体温+ECMO,tohoku,doctor,bm25,0,0
21,4,低体温+ECMO,tohoku,doctor,bm25,1,0
22,4,低体温+ECMO,tohoku,doctor,bm25,0,0
23,4,低体温+ECMO,tohoku,doctor,bm25,0,0
24,4,低体温+ECMO,tohoku,doctor,bm25,1,0
25,4,低体温+ECMO,tohoku,doctor,bm25,0,0
26,4,低体温+ECMO,tohoku,doctor,bm25,0,0
27,4,低体温+ECMO,tohoku,doctor,bm25,0,0
28,4,低体温+ECMO,tohoku,doctor,bm25,0,1
29,4,低体温+ECMO,tohoku,doctor,bm25,0,1
30,4,低体温+ECMO,tohoku,doctor,bm25,0,1
1,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,0,0
2,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,0,0
3,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,1,0
4,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,0,0
5,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,0,1
6,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,1,0
7,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,0,0
8,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,1,0
9,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,1,1
10,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,0,0
11,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,0,0
12,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,0,0
13,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,0,1
14,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,0,1
15,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,0,1
16,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,0,1
17,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,0,0
18,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,0,0
19,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,0,1
20,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,0,1
21,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,1,1
22,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,0,0
23,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,0,0
24,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,1,1
25,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,0,1
26,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,0,0
27,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,0,1
28,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,0,1
29,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,0,1
30,4,低体温+ECMO,tohoku,doctor,GPT-OSS-20B,0,0
1,4,低体温+ECMO,tohoku,doctor,CALM3-22B,0,0
2,4,低体温+ECMO,tohoku,doctor,CALM3-22B,0,1
3,4,低体温+ECMO,tohoku,doctor,CALM3-22B,1,0
4,4,低体温+ECMO,tohoku,doctor,CALM3-22B,0,0
5,4,低体温+ECMO,tohoku,doctor,CALM3-22B,0,1
6,4,低体温+ECMO,tohoku,doctor,CALM3-22B,1,1
7,4,低体温+ECMO,tohoku,doctor,CALM3-22B,0,1
8,4,低体温+ECMO,tohoku,doctor,CALM3-22B,1,1
9,4,低体温+ECMO,tohoku,doctor,CALM3-22B,1,1
10,4,低体温+ECMO,tohoku,doctor,CALM3-22B,0,0
11,4,低体温+ECMO,tohoku,doctor,CALM3-22B,0,0
12,4,低体温+ECMO,tohoku,doctor,CALM3-22B,0,0
13,4,低体温+ECMO,tohoku,doctor,CALM3-22B,0,0
14,4,低体温+ECMO,tohoku,doctor,CALM3-22B,0,0
15,4,低体温+ECMO,tohoku,doctor,CALM3-22B,0,1
16,4,低体温+ECMO,tohoku,doctor,CALM3-22B,0,0
17,4,低体温+ECMO,tohoku,doctor,CALM3-22B,0,1
18,4,低体温+ECMO,tohoku,doctor,CALM3-22B,0,1
19,4,低体温+ECMO,tohoku,doctor,CALM3-22B,0,0
20,4,低体温+ECMO,tohoku,doctor,CALM3-22B,0,0
21,4,低体温+ECMO,tohoku,doctor,CALM3-22B,1,0
22,4,低体温+ECMO,tohoku,doctor,CALM3-22B,0,1
23,4,低体温+ECMO,tohoku,doctor,CALM3-22B,0,0
24,4,低体温+ECMO,tohoku,doctor,CALM3-22B,1,0
25,4,低体温+ECMO,tohoku,doctor,CALM3-22B,0,0
26,4,低体温+ECMO,tohoku,doctor,CALM3-22B,0,0
27,4,低体温+ECMO,tohoku,doctor,CALM3-22B,0,1
28,4,低体温+ECMO,tohoku,doctor,CALM3-22B,0,0
29,4,低体温+ECMO,tohoku,doctor,CALM3-22B,0,1
30,4,低体温+ECMO,tohoku,doctor,CALM3-22B,0,0
1,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,0,1
2,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,0,0
3,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,1,1
4,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,0,0
5,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,0,0
6,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,1,0
7,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,0,0
8,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,1,1
9,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,1,1
10,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,0,0
11,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,0,1
12,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,0,0
13,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,0,1
14,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,0,0
15,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,0,1
16,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,0,0
17,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,0,0
18,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,0,1
19,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,0,1
20,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,0,1
21,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,1,1
22,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,0,0
23,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,0,1
24,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,1,1
25,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,0,1
26,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,0,0
27,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,0,0
28,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,0,1
29,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,0,1
30,4,低体温+ECMO,tohoku,doctor,DeepSeek-32B,0,0
1,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,0,0
2,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,0,0
3,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,1,1
4,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,0,0
5,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,0,0
6,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,1,0
7,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,0,1
8,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,1,1
9,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,1,1
10,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,0,0
11,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,0,0
12,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,0,0
13,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,0,0
14,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,0,0
15,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,0,0
16,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,0,0
17,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,0,0
18,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,0,1
19,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,0,0
20,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,0,0
21,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,1,0
22,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,0,0
23,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,0,0
24,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,1,0
25,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,0,0
26,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,0,0
27,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,0,0
28,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,0,0
29,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,0,0
30,4,低体温+ECMO,tohoku,doctor,DeepSeek-70B,0,0
1,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
2,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
3,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,1,1
4,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
5,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
6,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,1,0
7,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
8,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,1,1
9,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,1,1
10,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
11,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
12,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
13,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
14,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,0,1
15,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,0,1
16,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
17,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
18,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
19,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
20,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
21,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,1,0
22,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,0,1
23,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,0,1
24,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,1,1
25,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,0,1
26,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
27,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
28,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
29,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,0,1
30,4,低体温+ECMO,tohoku,doctor,Llama-3.1-Swallow-70B,0,0
1,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,0,1
2,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,0,0
3,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,1,0
4,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,0,0
5,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,0,0
6,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,1,0
7,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,0,0
8,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,1,1
9,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,1,1
10,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,0,0
11,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,0,0
12,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,0,0
13,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,0,0
14,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,0,1
15,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,0,0
16,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,0,0
17,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,0,0
18,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,0,0
19,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,0,0
20,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,0,1
21,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,1,0
22,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,0,0
23,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,0,0
24,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,1,1
25,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,0,0
26,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,0,0
27,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,0,0
28,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,0,0
29,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,0,0
30,4,低体温+ECMO,tohoku,doctor,MedLLM-72B,0,0
1,4,低体温+ECMO,tohoku,doctor,ensembled,0,0
2,4,低体温+ECMO,tohoku,doctor,ensembled,0,0
3,4,低体温+ECMO,tohoku,doctor,ensembled,1,1
4,4,低体温+ECMO,tohoku,doctor,ensembled,0,0
5,4,低体温+ECMO,tohoku,doctor,ensembled,0,0
6,4,低体温+ECMO,tohoku,doctor,ensembled,1,1
7,4,低体温+ECMO,tohoku,doctor,ensembled,0,0
8,4,低体温+ECMO,tohoku,doctor,ensembled,1,1
9,4,低体温+ECMO,tohoku,doctor,ensembled,1,1
10,4,低体温+ECMO,tohoku,doctor,ensembled,0,1
11,4,低体温+ECMO,tohoku,doctor,ensembled,0,1
12,4,低体温+ECMO,tohoku,doctor,ensembled,0,0
13,4,低体温+ECMO,tohoku,doctor,ensembled,0,0
14,4,低体温+ECMO,tohoku,doctor,ensembled,0,0
15,4,低体温+ECMO,tohoku,doctor,ensembled,0,1
16,4,低体温+ECMO,tohoku,doctor,ensembled,0,0
17,4,低体温+ECMO,tohoku,doctor,ensembled,0,1
18,4,低体温+ECMO,tohoku,doctor,ensembled,0,0
19,4,低体温+ECMO,tohoku,doctor,ensembled,0,0
20,4,低体温+ECMO,tohoku,doctor,ensembled,0,0
21,4,低体温+ECMO,tohoku,doctor,ensembled,1,1
22,4,低体温+ECMO,tohoku,doctor,ensembled,0,0
23,4,低体温+ECMO,tohoku,doctor,ensembled,0,0
24,4,低体温+ECMO,tohoku,doctor,ensembled,1,1
25,4,低体温+ECMO,tohoku,doctor,ensembled,0,1
26,4,低体温+ECMO,tohoku,doctor,ensembled,0,0
27,4,低体温+ECMO,tohoku,doctor,ensembled,0,0
28,4,低体温+ECMO,tohoku,doctor,ensembled,0,0
29,4,低体温+ECMO,tohoku,doctor,ensembled,0,1
30,4,低体温+ECMO,tohoku,doctor,ensembled,0,0
1,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,0,1
2,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,0,0
3,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,0,1
4,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,1,1
5,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,0,1
6,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,0,0
7,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,0,1
8,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,0,0
9,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,0,0
10,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,0,1
11,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,0,0
12,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,0,0
13,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,0,0
14,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,0,0
15,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,1,1
16,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,0,1
17,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,0,0
18,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,0,1
19,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,0,1
20,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,0,0
21,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,0,1
22,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,0,1
23,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,0,1
24,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,1,1
25,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,0,0
26,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,0,0
27,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,0,1
28,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,0,1
29,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,0,1
30,5,心筋梗塞+ECMO,tohoku,doctor,keyword_search,1,1
1,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,0,1
2,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,0,0
3,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,0,1
4,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,1,1
5,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,0,1
6,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,0,1
7,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,0,0
8,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,0,0
9,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,0,1
10,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,0,0
11,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,0,0
12,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,0,1
13,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,0,1
14,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,0,0
15,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,1,1
16,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,0,0
17,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,0,1
18,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,0,0
19,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,0,0
20,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,0,0
21,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,0,1
22,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,0,0
23,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,0,1
24,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,1,0
25,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,0,1
26,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,0,1
27,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,0,1
28,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,0,1
29,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,0,0
30,5,心筋梗塞+ECMO,tohoku,doctor,semantic_search,1,0
1,5,心筋梗塞+ECMO,tohoku,doctor,bm25,0,0
2,5,心筋梗塞+ECMO,tohoku,doctor,bm25,0,0
3,5,心筋梗塞+ECMO,tohoku,doctor,bm25,0,1
4,5,心筋梗塞+ECMO,tohoku,doctor,bm25,1,0
5,5,心筋梗塞+ECMO,tohoku,doctor,bm25,0,1
6,5,心筋梗塞+ECMO,tohoku,doctor,bm25,0,0
7,5,心筋梗塞+ECMO,tohoku,doctor,bm25,0,0
8,5,心筋梗塞+ECMO,tohoku,doctor,bm25,0,0
9,5,心筋梗塞+ECMO,tohoku,doctor,bm25,0,0
10,5,心筋梗塞+ECMO,tohoku,doctor,bm25,0,0
11,5,心筋梗塞+ECMO,tohoku,doctor,bm25,0,0
12,5,心筋梗塞+ECMO,tohoku,doctor,bm25,0,0
13,5,心筋梗塞+ECMO,tohoku,doctor,bm25,0,1
14,5,心筋梗塞+ECMO,tohoku,doctor,bm25,0,0
15,5,心筋梗塞+ECMO,tohoku,doctor,bm25,1,0
16,5,心筋梗塞+ECMO,tohoku,doctor,bm25,0,1
17,5,心筋梗塞+ECMO,tohoku,doctor,bm25,0,0
18,5,心筋梗塞+ECMO,tohoku,doctor,bm25,0,0
19,5,心筋梗塞+ECMO,tohoku,doctor,bm25,0,0
20,5,心筋梗塞+ECMO,tohoku,doctor,bm25,0,1
21,5,心筋梗塞+ECMO,tohoku,doctor,bm25,0,0
22,5,心筋梗塞+ECMO,tohoku,doctor,bm25,0,0
23,5,心筋梗塞+ECMO,tohoku,doctor,bm25,0,1
24,5,心筋梗塞+ECMO,tohoku,doctor,bm25,1,0
25,5,心筋梗塞+ECMO,tohoku,doctor,bm25,0,0
26,5,心筋梗塞+ECMO,tohoku,doctor,bm25,0,0
27,5,心筋梗塞+ECMO,tohoku,doctor,bm25,0,0
28,5,心筋梗塞+ECMO,tohoku,doctor,bm25,0,0
29,5,心筋梗塞+ECMO,tohoku,doctor,bm25,0,0
30,5,心筋梗塞+ECMO,tohoku,doctor,bm25,1,0
1,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,0,1
2,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,0,0
3,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,0,1
4,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,1,1
5,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,0,1
6,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,0,1
7,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,0,1
8,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,0,1
9,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,0,0
10,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,0,0
11,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,0,0
12,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,0,0
13,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,0,1
14,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,0,0
15,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,1,0
16,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,0,0
17,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,0,0
18,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,0,0
19,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,0,1
20,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,0,1
21,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,0,0
22,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,0,0
23,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,0,1
24,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,1,1
25,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,0,1
26,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,0,0
27,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,0,0
28,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,0,0
29,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,0,0
30,5,心筋梗塞+ECMO,tohoku,doctor,GPT-OSS-20B,1,1
1,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,0,0
2,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,0,1
3,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,0,0
4,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,1,1
5,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,0,0
6,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,0,0
7,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,0,0
8,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,0,0
9,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,0,1
10,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,0,0
11,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,0,1
12,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,0,0
13,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,0,1
14,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,0,0
15,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,1,1
16,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,0,1
17,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,0,1
18,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,0,1
19,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,0,0
20,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,0,1
21,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,0,1
22,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,0,1
23,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,0,0
24,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,1,0
25,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,0,1
26,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,0,1
27,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,0,0
28,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,0,0
29,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,0,1
30,5,心筋梗塞+ECMO,tohoku,doctor,CALM3-22B,1,1
1,5,心筋梗塞+ECMO,tohoku,doctor,DeepSeek-32B,0,1
